7.99E+00,-3.07E+00,-2.19E+00
8.36E+00,-2.96E+00,-1.94E+00
8.88E+00,-2.95E+00,-2.13E+00
8.92E+00,-2.99E+00,-2.16E+00
8.98E+00,-3.01E+00,-2.18E+00
9.20E+00,-2.97E+00,-2.05E+00
9.09E+00,-2.97E+00,-1.96E+00
9.06E+00,-2.99E+00,-1.92E+00
9.17E+00,-3.08E+00,-1.96E+00
9.14E+00,-3.06E+00,-2.00E+00
9.14E+00,-3.02E+00,-2.05E+00
9.14E+00,-2.99E+00,-2.05E+00
9.17E+00,-3.01E+00,-2.03E+00
9.17E+00,-3.01E+00,-2.05E+00
9.14E+00,-2.99E+00,-2.05E+00
9.20E+00,-3.04E+00,-2.05E+00
9.20E+00,-3.01E+00,-2.07E+00
9.14E+00,-2.99E+00,-2.02E+00
9.14E+00,-3.02E+00,-2.07E+00
9.14E+00,-3.02E+00,-2.06E+00
9.14E+00,-3.02E+00,-2.04E+00
9.14E+00,-3.02E+00,-2.06E+00
9.20E+00,-3.04E+00,-2.06E+00
9.14E+00,-3.02E+00,-2.06E+00
9.20E+00,-3.04E+00,-2.06E+00
9.20E+00,-3.01E+00,-1.98E+00
9.20E+00,-3.01E+00,-2.06E+00
9.20E+00,-3.01E+00,-2.06E+00
9.20E+00,-3.01E+00,-2.11E+00
9.17E+00,-2.99E+00,-2.11E+00
9.20E+00,-2.97E+00,-2.17E+00
9.20E+00,-2.97E+00,-2.16E+00
9.17E+00,-2.95E+00,-2.12E+00
9.17E+00,-2.95E+00,-2.11E+00
9.20E+00,-2.93E+00,-2.16E+00
9.17E+00,-2.91E+00,-2.09E+00
9.20E+00,-2.90E+00,-2.16E+00
9.20E+00,-2.90E+00,-2.16E+00
9.14E+00,-2.84E+00,-2.16E+00
9.20E+00,-2.86E+00,-2.17E+00
9.14E+00,-2.84E+00,-2.16E+00
9.14E+00,-2.84E+00,-2.12E+00
9.14E+00,-2.84E+00,-2.19E+00
9.14E+00,-2.84E+00,-2.12E+00
9.14E+00,-2.84E+00,-2.12E+00
9.14E+00,-2.84E+00,-2.11E+00
9.14E+00,-2.84E+00,-2.19E+00
9.14E+00,-2.84E+00,-2.14E+00
9.14E+00,-2.84E+00,-2.13E+00
9.14E+00,-2.84E+00,-2.11E+00
9.14E+00,-2.84E+00,-2.11E+00
9.14E+00,-2.84E+00,-2.18E+00
9.14E+00,-2.84E+00,-2.18E+00
